author id;created_at;geo;id;lang;like_count;quote_count;reply_count;retweet_count;source;tweet;tweettype;username;tweetcount;followers;following
1278273765659545600;2021-12-29 23:59:45+00:00; ;1476342205363146757;en;0;0;0;1461;Twitter for Android;RT @king_maoh: Last year s xmas party at the Boar Hat! 🎅🍺 #NanatsuNoTaizai https://t.co/GMlzP5jLFj;retweeted;bloodyaoi_;1304;6;300
1471769570297856009;2021-12-29 23:59:43+00:00; ;1476342195573518336;en;0;0;0;326;Twitter for Android;RT @ScottLEOWarrior: Will draw the $750 winner later today  Sorry havent been very active lately this time of year is very busy for me  Loo…;retweeted;piuwinyu_;6774;82;1473
1476328621019074562;2021-12-29 23:59:42+00:00; ;1476342191727460354;en;0;0;0;19527;Twitter for Android;RT @MetakingsAI: ✅We are following our roadmap and working as planned  🔹We already have a Solidproof Audit 🔹CERTIK audit, will be done Jan…;retweeted;adetunji369;4;0;10
2734253223;2021-12-29 23:59:42+00:00; ;1476342191543013376;en;0;0;0;0;Twitter for iPhone;@mmorden I don’t get it. How hard is it to say kids are home for 2 weeks to shake out the Xmas infections and stabilize staffing levels due to illness?;replied_to;carol_nasvytis;12677;648;1145
835924748462850049;2021-12-29 23:59:41+00:00; ;1476342188556488705;en;17;0;1;1;Twitter for iPhone;some of my fav things i’ve cooked in 2021: • falafel • fried chicken dinner • challah • xmas prime rib https://t.co/lsb27AXYb2;;thedoophus;9074;1940;396
883908051467608064;2021-12-29 23:59:40+00:00; ;1476342186287452164;en;0;0;0;424;Twitter for Android;RT @ydendraws: Merry Xmas! Hope everyone has someone to be with tonight ☺️ (including #PeterParker) #SpiderManNoWayHome #spidermanfanart #g…;retweeted;AlfredoMeBeta;2693;56;746
1066147566830723072;2021-12-29 23:59:39+00:00; ;1476342178855141382;en;0;0;0;424;Twitter Web App;RT @ydendraws: Merry Xmas! Hope everyone has someone to be with tonight ☺️ (including #PeterParker) #SpiderManNoWayHome #spidermanfanart #g…;retweeted;SlashweilerDog;27804;7693;517
1315288041649561602;2021-12-29 23:59:38+00:00; ;1476342175952961537;en;0;0;0;4;Twitter for iPhone;RT @GayhunkVideos: ❤️ Belami Xmas Sale 50% OFF ❤️ on ⏩ https://t.co/tUXgFCzkmY ⏪ Also visit Euroboys on https://t.co/iZ4TuNjSU8 [#RT] https…;retweeted;Mattxxx691;124145;2017;1398
1269617390662365185;2021-12-29 23:59:37+00:00; ;1476342172375040003;en;0;0;0;46059;Twitter for Android;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;313kashef;4518;42;1100
15186239;2021-12-29 23:59:36+00:00; ;1476342167908069381;en;1;0;1;0;Twitter for iPhone;@navi226 @JeremyB_Writer Only getting started on Lyrics, but on the “things that take up space” charts, it’s a better buy than the LIB box or GB Book. Especially if you get a good post-Xmas deal.;replied_to;Doctor_J_;56320;3703;2959
738049219634823168;2021-12-29 23:59:36+00:00; ;1476342167614685184;en;0;0;0;21;Twitter for Android;RT @AmericanGayBoys: ❤️ Belami Xmas Sale 50% OFF ❤️ on ⏩ https://t.co/NfYhmx9HRD ⏪ Also visit Euroboys on https://t.co/FdHjNNtVXS [#RT] htt…;retweeted;benenz0;13018;136;147
862294561774723072;2021-12-29 23:59:36+00:00; ;1476342166033256451;en;0;0;0;793;Twitter for Android;RT @sano_br: Inko Midoriya (MHA) Xmas ❤  Milf is the Best Gift 🤤💦  (nsfw/variations): https://t.co/NIxl5ekGxf  Support me: https://t.co/EoL…;retweeted;WZephyrx;6387;62;866
2434405034;2021-12-29 23:59:34+00:00; ;1476342157250338816;en;0;0;0;46059;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;andreytihonoff;558;47;326
1310509343230570496;2021-12-29 23:59:33+00:00; ;1476342153861287936;en;0;0;0;60;Twitter for iPhone;RT @BangBrosXXXporn: 🎄 Merry Christmas to all &amp  to all a good night! 🎅  Elf-on-a-shelf @Freya_Von_Doom gets pummeled by our boy @Derek_Sava…;retweeted;Rita740F;5522;7521;3627
314840513;2021-12-29 23:59:33+00:00; ;1476342153253113858;en;4;0;1;0;Twitter for Android;Used my Xmas money to Pick Up a couple of 2007 movie must haves.......;;Waspshot23;102437;1442;421
723045944644784128;2021-12-29 23:59:32+00:00; ;1476342148744335368;en;0;0;0;2;Twitter for Android;RT @SimonZev: That’s renowned expert on Xmas songs, the 70s &amp  apparently transport there.   Hear that? Yes, that’s the barrel being scraped…;retweeted;rh52d;8074;442;2573
349654032;2021-12-29 23:59:31+00:00; ;1476342145791537154;en;0;0;0;46059;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;ne_st;53;6;12
18014546;2021-12-29 23:59:31+00:00; ;1476342144625528832;en;0;0;0;5;Twitter for Android;RT @E_Pamplemousse: France not allowing 3rd country nationals to transit through France...  A pain for EU-residing UK citizens who came her…;retweeted;Ladycorvia;119944;5745;5457
1117461263003656192;2021-12-29 23:59:30+00:00; ;1476342141374775297;en;0;0;0;40;Twitter for Android;RT @diego26diego86: Naughtygirls @emily_pinkx @Aliciatrece13 @AnnadeVilleXXX @legal_porno  Perv Xmas  💕 #DP #DAP 💦👅😍 https://t.co/qSgi04XwqT;retweeted;faverticin;8889;116;263
738049219634823168;2021-12-29 23:59:29+00:00; ;1476342136110989318;en;0;0;0;22;Twitter for Android;RT @AmericanGayBoys: ❤️ Belami Xmas Sale 50% OFF ❤️ on ⏩ https://t.co/NfYhmx9HRD ⏪ Also visit Euroboys on https://t.co/FdHjNNtVXS [#RT] htt…;retweeted;benenz0;13018;136;147
1474790363047116801;2021-12-29 23:59:27+00:00; ;1476342128137564161;en;0;0;0;1717;Twitter for Android;RT @EmilianoVelaOk: Two loads for u! Merry Xmas bitch 💦 https://t.co/d1SYB5mMSm;retweeted;Al3Alfredo;38;7;553
2153495668;2021-12-29 23:59:24+00:00; ;1476342116922105873;en;0;0;0;2692;Twitter Web App;RT @MeltRib: Xmas Mercy, full animation,  Full HD: https://t.co/dfAPouR6yE  The male model: https://t.co/XPpUjPRzyL  Upcoming stuff / extra…;retweeted;jameshell10997;9813;50;838
1070097218424598529;2021-12-29 23:59:24+00:00; ;1476342116452167681;en;0;0;0;1717;Twitter for iPhone;RT @EmilianoVelaOk: Two loads for u! Merry Xmas bitch 💦 https://t.co/d1SYB5mMSm;retweeted;bob17890245;1081;71;2753
1367061740278607874;2021-12-29 23:59:23+00:00; ;1476342112497008641;en;0;0;0;294;Twitter for iPhone;RT @bitgetglobal: 🎄MCAAHNY🎄  Ramp up this festive season hype with our #Christmas #giveaway! Find the #cryptocurrencies hidden by Santa in…;retweeted;trinh53312269;3669;32;1239
1348386965696237569;2021-12-29 23:59:22+00:00; ;1476342108067934209;en;0;0;0;336;Twitter for Android;RT @gardevoyeur_: Santa’s toy came early 🥰 watch how a locked sub celebrate Xmas (part 1)...  See this and more at: https://t.co/YN3KZzSyRe…;retweeted;sexcellences;11765;150137;211
1093690411732758528;2021-12-29 23:59:22+00:00; ;1476342107124092930;en;0;0;0;923;Twitter for Android;RT @AdrianDustRed: Everyone s favorite couple on a Xmas eve uwu Bodies i used belongs to @akkoarcade &amp  @AeridicCore   Cute couple noices by…;retweeted;P34K_455;1379;33;149
286271958;2021-12-29 23:59:18+00:00; ;1476342093366714372;en;0;0;0;178;Twitter for Mac;RT @Marty_Chan: CMOH: No gatherings. UCP ministers drink on Sky Palace patio days later.  CMOH: Limitgatherings. UCP throws Xmas bash hours…;retweeted;TheGrandOdditor;68172;297;124
1304155667016671232;2021-12-29 23:59:18+00:00; ;1476342092175663107;en;0;0;0;31;Twitter for Android;RT @BellaMagnani: @martin_fischer Great details here of #CIA plot to kidnap &amp  possibly kill Julian #Assange on Xmas Eve 2017, caught on sur…;retweeted;allilova;3210;256;334
41019698;2021-12-29 23:59:15+00:00; ;1476342080054116356;en;4;0;0;0;Twitter for Android;@tourscotland @TED3633 @sqmurphy13 @DuncanAstbury @NiddrieNinja @elizwrite @sirlarryfleming @PAWFECT3 @Jerseypiper77 @MissJCannon @LynnUtting @erinldaly @hazelbagend @SethP23 @msgraym555 @Cindie_Reiter Cheers Sandy! Xmas week keeps rolling, mildly along in New Jersey!;replied_to;kris007brown;112935;2018;5001
1403922480952070144;2021-12-29 23:59:14+00:00; ;1476342075914260481;en;0;0;0;39;Twitter for Android;RT @AfeqIderis: Tb open house Xmas... 🎅 https://t.co/8p6PslXnzG;retweeted;Alexsa75085559;11132;65;1337
758750105746804739;2021-12-29 23:59:13+00:00; ;1476342072814751751;en;0;0;0;46059;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;f3rnandorj;8;6;24
25728142;2021-12-29 23:59:10+00:00; ;1476342056985505792;en;1;0;0;0;Twitter for iPhone;I used the am*z*n gift certificate my mom got me for xmas to buy everything I need to get my typewriters running again. expect poetry and/or prose imminently;;hooraytheweird;6891;117;537
1136562872509763584;2021-12-29 23:59:09+00:00; ;1476342053202182145;en;0;0;0;44329;Twitter Web App;RT @CocosBCX: Join #CocosBCX Whitelist to win Gift Box🎁during #BSC Xmas in @SecondLiveReal! Reward pool reached $52000+ so far!  🧚‍♀️500 lu…;retweeted;Miwko6;257;12;300
1443363644339855362;2021-12-29 23:59:08+00:00; ;1476342051042115592;en;0;0;0;46059;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;e_edelcio;97;0;54
1413668998919634944;2021-12-29 23:59:08+00:00; ;1476342051017052170;en;0;0;0;135;Twitter for Android;RT @SavanahRoses: Happy Xmas everyone!! https://t.co/425DsJRIhw;retweeted;IsabellaOFStar;16727;56763;294
1463575056789884930;2021-12-29 23:59:08+00:00; ;1476342050484199425;en;0;0;0;46059;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;tresetorse;12;9;21
1273959685247426561;2021-12-29 23:59:06+00:00; ;1476342040187260933;en;0;0;0;16007;Twitter for Android;RT @Pockicchi: merry xmas to the animated santa dilfs https://t.co/OVlCcxKMqJ;retweeted;lilgreemlin;33960;293;746
718036770793906176;2021-12-29 23:59:03+00:00; ;1476342027717689345;en;0;0;0;115;Twitter Web App;RT @Nise_Loftsteinn: Xmas YCH for @Vynrix ❤️❄️✨  #worldofwarcraft #belf #bloodelf https://t.co/vcfxV4a4sI;retweeted;vsmolpie;10746;31;811
859203087508144128;2021-12-29 23:59:00+00:00; ;1476342017949110273;en;0;0;0;46060;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;WesleyGava;6;3;11
1335470240537391104;2021-12-29 23:58:59+00:00; ;1476342013532459012;en;0;0;0;22;Twitter for Android;RT @TashaGlasgow21: Come have fun this Xmas 🎁🎁🎁 https://t.co/9L21VrZNSI;retweeted;timisback2021;72078;33340;2642
1378149234084577280;2021-12-29 23:58:58+00:00; ;1476342009686372354;en;1;0;0;0;Twitter for Android;@waterylanegypsy That d be the best xmas present 😍;replied_to;Frelsi11;2364;318;439
1398858340160073730;2021-12-29 23:58:58+00:00; ;1476342006762729474;en;0;0;0;11;Twitter for Android;RT @maimelodai: Xmas Morning ☕️🎄 #childe #thoma #thomachi https://t.co/vZEJzmgy9S;retweeted;thomatoe_;24221;76;413
4667148433;2021-12-29 23:58:57+00:00; ;1476342002337783810;en;0;0;0;0;Twitter for Android;I really cannot with this 😭 this song gave me so much anxiety coz this was the compulsory tiktok challenge which i ve UNLuckily drawn for our xmas party (but was cancelled due to the typhoon) and now taeyong is listening to this? 🥲💀 https://t.co/uFyEVJrH0x;quoted;xxnicolexxy;29436;58;261
1188527350083928064;2021-12-29 23:58:56+00:00; ;1476342000500760578;en;0;0;0;46060;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;Paulinhcs;14;2;30
883160776168439808;2021-12-29 23:58:55+00:00; ;1476341996654673927;en;0;0;0;312;Twitter for Android;RT @xLaurenRadx: Let me be your favorite Xmas toy  80% off and I ll rate your throbbing cock for free! Onlyfans/FANSLY sale  Ladies ask abo…;retweeted;stark_tony6789;41405;212;613
1340859013752385536;2021-12-29 23:58:55+00:00; ;1476341995996160003;en;0;0;0;62;Twitter for Android;RT @BARBEEBANDZ_XXX: FREE access to my VIP page + $3 exclusives all Xmas Eve &amp  Day 🎄💋 👇🏽 https://t.co/iGNy9CrfG1 ⭐️ https://t.co/0l3UPPeALS;retweeted;mummysimping;1918;78;2097
891460754230042624;2021-12-29 23:58:55+00:00; ;1476341993739411458;en;1;0;1;1;TweetDeck;$RCP The sleeper. Has to have drill results in late Jan 2022 surely. Copper play in QLD near the gulf. Has a tendency to rain up there which can slow things down. The testing labs are flat out and backed up, and its xmas time. Great buying at the 4.9c level, patience here.;;Quantum_Torus;2959;249;35
2332693677;2021-12-29 23:58:54+00:00; ;1476341990270844928;en;60;0;5;0;Twitter for iPhone;gay girls xmas gifts be likee https://t.co/67FG2BxRQf;;Iucyswift;1162;1074;416
1460670999402323968;2021-12-29 23:58:52+00:00; ;1476341983522308102;en;0;0;0;0;Twitter for iPhone;@VLaunchCOM Xmas fun #varriors;replied_to;Oldoldslowhand;837;2;9
821439281503801344;2021-12-29 23:58:51+00:00; ;1476341978929541120;en;1;0;1;0;Twitter Web App;@betamother oh doll, I m sorry to hear you re not doing so well just now. UTI is a bitch of a pain. It took us a very long time to show everyone why we can t do normal xmas with Joff but now we dgaf. You do you and take care quine (gentle hugs) xx;replied_to;GallusEffie;37036;1506;2432
1681672333;2021-12-29 23:58:51+00:00; ;1476341978396872704;en;0;0;0;0;Twitter for Android;@richardosman Just finished my Xmas present from daughter, Gemma. The 2nd book.  Just 1 question for you. How soon can you get the 3rd one to print?  I ll happily do a few shifts at Elstree with Xander if it frees you up to finish more quickly. 😊😊👍;;redsince57;41051;399;223
400725194;2021-12-29 23:58:50+00:00; ;1476341975922225152;en;0;0;0;2;Twitter for Android;RT @RobertPeat3: @AlunDaviesMS @TraceyFJones Yep the disdain is deafening Alan, especially when you have a bender when everybody else is lo…;retweeted;liztred;38152;7065;7175
1451176984420093959;2021-12-29 23:58:50+00:00; ;1476341974936731648;en;0;0;0;230;Twitter for Android;RT @DaCryptoGems: $UNO new #NFT Policy  @unoreinsure users will receive #NFT card as a Proof to avail free Insurance 🚀🚀  Also, 🚀#Xmas pool…;retweeted;moneyfesthing;10305;35;2353
169699597;2021-12-29 23:58:49+00:00; ;1476341968896724993;en;0;0;0;96;Twitter for iPhone;RT @SimonRex: Red Rocket in theaters this weekend. Be like The Island Boys, support indie films. Merry Xmas https://t.co/VtFvKJg8A3 https:/…;retweeted;Nappy_Monarch;65425;908;561
1403229894;2021-12-29 23:58:48+00:00; ;1476341965646176264;en;9;0;0;0;Twitter for Android;@RussInCheshire I dared to suggest that it was a good thing that a large group of ethnic minorities had the chance to get out of their city and walk through Cumbria over xmas on an organised trip... and was immediately told I was  virtue signalling .   Can t even follow the logic of that one. 🤯;replied_to;ransonwrites;6255;141;342
1256785066853838848;2021-12-29 23:58:47+00:00; ;1476341961250512901;en;0;0;0;80;Twitter for iPhone;RT @thatdude_andres: And a Merry Xmas to you too! 🎄 🍑 https://t.co/KJj5iin2Zo;retweeted;CHUBBYFR;1766;124;506
2668910710;2021-12-29 23:58:46+00:00; ;1476341956103999488;en;0;0;0;3933;Twitter for iPhone;RT @coaimpaul: The government s wine cellars were topped up by £73,000 last year at the height of the pandemic, an increase of £26,000 on t…;retweeted;therealcasper2_;3218;137;218
1445850301882306563;2021-12-29 23:58:45+00:00; ;1476341951733587970;en;0;0;0;422;Twitter for iPhone;RT @dickheadscrypto: 🎁HUGE XMAS NFT Giveaway 🎁  5x @dickheadscrypto NFT to 5 winner worth of $ 550!  Rules: 1⃣Follow: @dickheadscrypto 2⃣💖&amp …;retweeted;Cryptoss1506;2052;35;130
4706723916;2021-12-29 23:58:44+00:00; ;1476341947824578562;en;0;0;0;186;Twitter for iPhone;RT @AlitaBelle: HAPPY DECEMBER🎅🏻  If you subscribe to my OnlyFans any time this month and message me “MERRY XMAS”  You receive a free naugh…;retweeted;compadre021;12964;106;1043
1461700323651768321;2021-12-29 23:58:44+00:00; ;1476341947799330817;en;0;0;0;46060;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;psychosnaz;8;2;15
1257415704921456641;2021-12-29 23:58:43+00:00; ;1476341943575662596;en;0;0;0;351;Twitter for Android;RT @MsYates72: That’s Xmas done💥  Now back to the gym💪🏻  RT if you’d check me out whilst I’m working out🏋️‍♀️💋 https://t.co/LJLueEe4iv;retweeted;AnnaTavez;20252;265;1514
1017479322142216192;2021-12-29 23:58:41+00:00; ;1476341938538356736;en;0;0;0;157;Twitter for Android;RT @tsxxlvip: Looking sexy and feeling naughty for you merry Xmas ♥️♥️ https://t.co/zJ0EblBV8Z https://t.co/4qINuRg1Cu;retweeted;takahashi6995;6946;46;1768
936909979;2021-12-29 23:58:41+00:00; ;1476341936755724291;en;0;0;0;46060;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;ElPicatchulo;1194;91;142
1436341911640428549;2021-12-29 23:58:40+00:00; ;1476341932850761731;en;0;0;0;15;Twitter for Android;RT @confestin: Salt giving us #KimSeonHo crumbs for xmas 😂🤣 https://t.co/5uevEZu4dz;retweeted;LeyaleyRhonda;7470;28;15
1476336371908452353;2021-12-29 23:58:40+00:00; ;1476341931810729984;en;0;0;0;19528;Twitter for Android;RT @MetakingsAI: ✅We are following our roadmap and working as planned  🔹We already have a Solidproof Audit 🔹CERTIK audit, will be done Jan…;retweeted;dionisiocastae6;1;0;6
495114699;2021-12-29 23:58:40+00:00; ;1476341931802337280;en;0;0;0;107;Twitter for iPhone;RT @JElgott: This whole  How are teams meant to compete with City?  narrative is strange.   Xmas Day 21/22: City had 44 points, 3 points cl…;retweeted;AndreJordmc97;63380;1860;4995
1474362213976576002;2021-12-29 23:58:38+00:00; ;1476341923250155529;en;0;0;0;19658;Twitter Web App;RT @Nomiswap: Join #Nomiswap Whitelist to win Gift Box🎁during #BSC Xmas in  @SecondLiveReal !Reward pool reached $54000+ so far!  🧚‍♀️500 l…;retweeted;AmyLewi62356865;11;0;19
763441082394902528;2021-12-29 23:58:37+00:00; ;1476341921555570695;en;0;0;0;482;Twitter for iPhone;RT @LateBrakers: Remember when @F1 were having this video deleted left right and centre suggesting a *breach of copyright* when in fact the…;retweeted;hlovo_;158436;2865;1954
1476324773919657985;2021-12-29 23:58:34+00:00; ;1476341907718651905;en;0;0;0;46060;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;Marcelo09562997;1;0;2
1237781933381181440;2021-12-29 23:58:33+00:00; ;1476341904417558530;en;0;0;0;23539;Twitter for Android;RT @SecondLiveReal: $58,000 #BSC Xmas &amp  New Year Gift Box is around the corner!✨✨✨  Limited 500 whitelist places open for application! 🎁🎁🎁…;retweeted;NFTknz;2915;47;1479
1394038171139133440;2021-12-29 23:58:32+00:00; ;1476341900831772673;en;0;0;0;46060;Twitter for Android;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;ManojSibonga;21;1;66
1476328653629788160;2021-12-29 23:58:32+00:00; ;1476341899321831425;en;0;0;0;46060;Twitter for Android;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;EricAkhnaton;4;0;4
1469606547768623119;2021-12-29 23:58:32+00:00; ;1476341897979379714;en;0;0;0;358;Twitter for iPhone;RT @SM58641: Thousandths of videos available right at your fingertips! 🍆💦🔥 Don t hesitate -- Join today for lifetime access to a world of e…;retweeted;JustMeHRH;882;13;151
2938667603;2021-12-29 23:58:31+00:00; ;1476341896150757378;en;0;0;0;1;Twitter for Android;RT @Charles_Lussier: Some of you locals may be wonder if mandatory masking will continue in @ebrpschools after Xmas break. It will. Fresh a…;retweeted;safety_refinery;173964;1036;2669
1353825347058458625;2021-12-29 23:58:31+00:00; ;1476341893248212997;en;1041;4;86;46;Twitter for iPhone;We haff a berry speshul announcement!! We been berry busy bcuz dis bees our new sibling Yumi (You-Me) our hoo-sister’s Xmas baby. Momma trying to decide does she add Yumi to dis page or make her own? Any guesses on what breed she is? We knows she not a chihuahua dats for sure!! https://t.co/ClhSQkrVj2;;4chis1york;2141;3722;3450
1140749863417782273;2021-12-29 23:58:30+00:00; ;1476341892623257601;en;3;0;0;0;Twitter for iPhone;bought this guy an xmas present before i even met him. down bad, under the ground;;lottee_rawrXD;873;59;132
1440561696020463625;2021-12-29 23:58:30+00:00; ;1476341890383376384;en;2;0;0;0;Twitter for iPhone;@MsTrudes @DougCameron51 I agree… here in Noosa I haven’t been out since Xmas Eve.  :(;replied_to;JanSaun34550684;20;1;14
1033016504587931648;2021-12-29 23:58:30+00:00; ;1476341889624608774;en;0;0;0;72;Twitter for Android;RT @nrsehvn: Send sum love by sending tips or availing my content this xmas! Full video on my channel!  Avail nyo na tg channel ko &amp  2 sex…;retweeted;yusuke8495;1041;80;670
3731376328;2021-12-29 23:58:30+00:00; ;1476341888798101516;en;1;0;0;0;Twitter for iPhone;Have you seen out half price Xmas jigsaws in store only whilst stocks last #newtonabbot #teignmouth #devon #torbay https://t.co/7EPCrjoQqG;;Hobbycraft_NTA;2984;798;1053
738049219634823168;2021-12-29 23:58:25+00:00; ;1476341871408562187;en;0;0;0;33;Twitter for Android;RT @AmericanGayBoys: ❤️ Belami Xmas Sale 50% OFF ❤️ on ⏩ https://t.co/NfYhmx9HRD ⏪ Also visit Euroboys on https://t.co/FdHjNNtVXS [#RT] htt…;retweeted;benenz0;13018;136;147
1465794145130364935;2021-12-29 23:58:25+00:00; ;1476341868405350400;en;0;0;0;46060;Twitter Web App;RT @BombCryptoGame: ✨🎄Lucky Xmas Gift Event🎄✨  On the occasion of Christmas and New Year, let s cheer this moment with bombcrypto, join the…;retweeted;RalfSoares7;9;0;7
1088060009219588096;2021-12-29 23:58:23+00:00; ;1476341859513475073;en;0;0;1;0;Twitter for iPhone;Chelsea and Liverpool putting up less of a fight for this title than we did last season, and we were top mid-Jan. Pathetic. And fuck Klopp moaning about the Xmas fixtures, they were here before you and will be long after you’re gone.;;dg_4499;3951;43;263
